title,st_resume,st_justification
Un poste-frontière repris à l'Etat Islamique rouvre entre l'Irak et la Syrie,"Un poste-frontière entre l'Irak et la Syrie, autrefois contrôlé par l'EI, a rouvert. Le ministre syrien de l'Intérieur salue cette réouverture comme une victoire contre les groupes terroristes, incluant l'opposition armée au régime de Bachar al-Assad.","Le ministre syrien de l'Intérieur mentionne explicitement que la réouverture du poste-frontière est une victoire contre les groupes terroristes, incluant l'opposition armée au régime de Bachar al-Assad. Cela reproduit l'idée que l'opposition syrienne est fondamentalement terroriste, effaçant ainsi la diversité de l'opposition et renforçant le stéréotype selon lequel il n'y a pas d'alternative crédible à Assad."
"Syrie: les djihadistes retirent leurs armes lourdes de la future ""zone démilitarisée""","Les groupes djihadistes retirent leurs armes lourdes de la zone démilitarisée à Idleb, conformément à l'accord russo-turc. Les rebelles et djihadistes craignent une offensive du régime syrien.","L'article évoque la menace d'une offensive du régime syrien contre les zones insurgées, ce qui sous-entend qu'Assad est le principal acteur militaire face aux groupes rebelles et djihadistes, reproduisant ainsi l'idée reçue d'un duel entre Assad et les groupes armés."
Syrie: le régime reprend ses raids sur Idleb après une courte trêve,"Le régime syrien a repris ses frappes sur Idleb après une courte trêve, ciblant des zones contrôlées par des groupes jihadistes. Les médias d'État syriens qualifient les rebelles et jihadistes de 'groupes terroristes' sans distinction. La trêve était conditionnée à un accord de 2018 entre la Russie et la Turquie pour démilitariser la zone.","L'article reproduit le stéréotype en présentant le conflit comme une opposition binaire entre le régime syrien et les jihadistes, sans mentionner d'autres acteurs ou alternatives. Le régime est présenté comme le seul rempart contre les jihadistes, effaçant ainsi la diversité des forces en présence."
"Syrie : le régime s'empare d'une ville stratégique dans la province d'Idleb, selon une ONG","L'article décrit la prise de la ville de Khan Cheikhoun par les forces du régime syrien, en lutte contre les jihadistes et rebelles dans la province d'Idleb. Il mentionne les tensions entre le régime syrien et la Turquie, ainsi que les déplacements massifs de civils.","L'article présente le conflit syrien comme une lutte entre le régime d'Assad et les jihadistes, sans mentionner d'autres acteurs ou alternatives. Il reproduit ainsi le stéréotype d'un duel entre Assad et Daech, en effaçant la pluralité des acteurs en présence."
"Syrie: dans la bataille d'Idleb, la Russie et la Turquie se font face","L'article décrit la situation à Idleb, où le régime de Bachar al-Assad mène une offensive, et les tensions entre la Turquie et la Russie. Il mentionne aussi le soutien de la Turquie aux rebelles syriens et les accusations de la Russie concernant le soutien turc aux groupes terroristes.","L'article reproduit l'idée que le régime de Bachar al-Assad est en lutte contre des groupes terroristes à Idleb, sans mentionner d'autres acteurs ou alternatives. Il renforce ainsi le stéréotype selon lequel le conflit se résume à un duel entre Assad et les groupes jihadistes."
"Syrie: exode massif à Idleb, où l'ONU craint la ""pire catastrophe humanitaire"" du siècle","L'article décrit la situation humanitaire à Idleb, où les bombardements du régime syrien et de la Russie ont déplacé des milliers de personnes. Il mentionne la présence de groupes jihadistes et rebelles, ainsi que les positions des acteurs internationaux.","L'article reproduit le stéréotype en présentant le régime syrien comme le seul rempart contre les groupes jihadistes, sans mentionner d'autres alternatives ou acteurs locaux. Il souligne la menace d'une offensive du régime et la nécessité de combattre le 'terrorisme', ce qui renforce l'idée binaire Assad ou Daech."
"Retrait américain de Syrie: Paris et Londres inquiets, Moscou jubile","L'article traite du retrait des troupes américaines de Syrie, des réactions internationales et des implications pour la lutte contre Daech. Il mentionne également les acteurs clés en Syrie, dont le régime de Damas et ses soutiens.","L'article évoque le retrait américain et ses conséquences, notamment la possibilité d'un retour en force de Daech. Il mentionne également le régime de Damas et ses soutiens, ce qui reproduit l'idée reçue que le conflit syrien se résume à un duel entre Assad et Daech, en effaçant les autres acteurs et nuances du conflit."
Syrie: l'accord sur Idleb menacé après des tirs au mortier depuis une zone tampon,"L'article traite de la menace à l'accord russo-turc sur Idleb après des tirs au mortier depuis une zone tampon. Il mentionne les groupes djihadistes et rebelles, ainsi que la position du régime syrien.","L'article reproduit l'idée que le régime d'Assad est nécessaire pour contrer les groupes djihadistes, en mentionnant la volonté d'Assad de reconquérir Idleb et en soulignant le rôle de la Russie et du régime dans les négociations."
"""Vengeance"" iranienne en Syrie: drones et missiles visent des jihadistes","L'Iran mène une attaque contre des positions jihadistes en Syrie, en réponse à une attaque terroriste en Iran. L'article décrit les actions militaires iraniennes et les réactions des autorités iraniennes.","L'article reproduit l'idée que les jihadistes sont la principale menace en Syrie, sans mentionner d'autres acteurs ou alternatives au régime d'Assad. Il renforce ainsi l'idée que le conflit syrien se résume à un duel entre Assad et les jihadistes."
"Le régime syrien ""a le droit"" de reprendre le contrôle de toute la Syrie, affirme Poutine","L'article rapporte les déclarations de Poutine et Erdogan lors d'un sommet sur la Syrie à Téhéran. Poutine affirme que le régime syrien a le droit de reprendre le contrôle de toute la Syrie, tandis qu'Erdogan appelle à un cessez-le-feu pour éviter un bain de sang à Idleb.","L'article reproduit l'idée que le régime syrien est légitime à reprendre le contrôle de la Syrie, sans mentionner d'autres alternatives ou acteurs. La mention des 'éléments terroristes à Idleb' et du 'dernier bastion rebelle et djihadiste' renforce l'idée binaire d'un choix entre Assad et les terroristes."
"Syrie: le gouverneur de Raqa capturé, mais Al-Assad est confiant","L'article traite de la capture du gouverneur de Raqa par les rebelles et de la réaction confiante du régime de Bachar al-Assad, malgré cette défaite. Il mentionne également les violents combats à Raqa et Homs.","L'article reproduit le stéréotype en présentant le régime de Bachar al-Assad comme étant en passe de l'emporter face aux rebelles, sans mentionner d'autres acteurs ou alternatives. La description des rebelles comme des terroristes et la confiance affichée par Assad renforcent cette vision binaire."
Liban: explosion dans la banlieue chiite au sud de Beyrouth,"Un attentat dans une banlieue chiite de Beyrouth, fief du Hezbollah, est lié au conflit syrien. Le Hezbollah soutient Assad, tandis que les sunnites soutiennent l'opposition syrienne.","L'article évoque le conflit syrien en termes de division confessionnelle entre chiites (soutenant Assad) et sunnites (soutenant l'opposition), reproduisant l'idée que le conflit se résume à un duel entre Assad et les forces opposées, sans mentionner la diversité des acteurs."
Syrie: BFM TV dévoile une vidéo choc de jihadistes belges et français,"L'article présente des images de jihadistes français et belges en Syrie, fournies par des militants de l'Armée syrienne libre (ASL). L'ASL combat à la fois l'armée d'al-Assad et les groupes jihadistes.","L'article évoque la lutte de l'Armée syrienne libre contre à la fois l'armée d'al-Assad et les groupes jihadistes, ce qui reproduit l'idée que le conflit se résume à un duel entre Assad et Daech, en occultant la diversité des acteurs."
"Ces régions du monde dont on parle peu, mais où des humains souffrent","L'article évoque brièvement la situation en Syrie, mentionnant Bachar al-Assad et les rebelles, mais sans approfondir les nuances de l'opposition syrienne.","L'article mentionne que le pays est aux mains de Bachar al-Assad qui combat les zones tenues par les rebelles, ce qui peut laisser penser qu'il n'y a que deux camps en présence, sans évoquer la diversité de l'opposition syrienne."
Les Etats-Unis rallient 10 pays arabes contre les jihadistes,"L'article évoque la coalition internationale contre l'Etat islamique, incluant des pays arabes et des actions militaires potentielles. La Syrie et le régime de Bachar el-Assad sont mentionnés comme exigeant d'être associés à toute action contre l'Etat islamique sur son territoire.","L'article reproduit l'idée reçue en présentant le régime de Bachar el-Assad comme un partenaire nécessaire dans la lutte contre les jihadistes, sans mentionner d'autres acteurs ou alternatives. Cela renforce la vision binaire du conflit syrien comme un duel entre Assad et Daech."
Turquie: tension dans le sud-est après des manifestations prokurdes,"L'article décrit les tensions en Turquie après des manifestations pro-kurdes. Les autorités turques refusent d'intervenir contre l'EI à Kobané, craignant de renforcer le régime syrien de Bachar al-Assad.","L'article mentionne que les autorités turques redoutent que les frappes contre l'EI ne renforcent le régime de Bachar al-Assad, ce qui reproduit l'idée reçue que le conflit syrien se résume à un duel entre Assad et Daech."
Bombarder les terroristes de Daesh en Syrie sans intervention au sol ne suffit pas,"L'article discute de l'efficacité des frappes aériennes contre Daech en Syrie, soulignant la nécessité d'un soutien au sol. Il mentionne que les bombardements ne peuvent être efficaces sans appuyer les troupes au sol, ce qui pose un dilemme diplomatique en soutenant indirectement Assad.","L'article reproduit l'idée reçue en affirmant que les bombardements aériens ne peuvent être efficaces qu'en soutenant les troupes au sol, ce qui, en Syrie, ne peut se faire qu'en soutenant Assad, effaçant ainsi la pluralité des acteurs sur le terrain."
"Charles Michel à l'ONU: ""La menace n'a pas disparu. Elle existe toujours""","L'article traite de la lutte contre l'État Islamique (EI) et des positions des différents pays, notamment des États-Unis et de la Russie, concernant le rôle de Bachar al-Assad dans cette lutte.","L'article reproduit l'idée reçue selon laquelle le conflit syrien se résume à un duel entre Assad et Daech. En effet, il mentionne que la Russie considère Assad comme indispensable pour lutter contre les djihadistes, tandis que les États-Unis appellent à une transition politique. Cette vision binaire efface la pluralité des acteurs en Syrie."
"Une troisième guerre mondiale est hypothétique, mais pas impensable","L'article évoque la situation complexe au Moyen-Orient, notamment en Syrie, en mettant en avant les interventions internationales et les tensions entre différentes factions. La Russie est présentée comme soutenant Assad tout en prétendant combattre Daech.","L'article reproduit l'idée reçue en présentant la situation syrienne comme un duel entre Assad et Daech, en mentionnant que la Russie soutient Assad tout en prétendant combattre Daech, ce qui efface la pluralité des acteurs en Syrie."
Syrie: l'armée avance face aux rebelles grâce à l'appui aérien russe,"L'article décrit les avancées militaires du régime syrien, soutenu par la Russie, contre les rebelles. Il mentionne les frappes russes ciblant principalement les groupes rebelles et non l'EI. Les Occidentaux critiquent la Russie pour son soutien à Assad plutôt que pour la lutte contre l'EI.","L'article reproduit le stéréotype en présentant le régime syrien et la Russie comme les seuls acteurs capables de lutter contre les groupes rebelles, effaçant ainsi la diversité des oppositions et la complexité du conflit. Il ne mentionne pas d'autres acteurs ou alternatives crédibles."
Syrie: la rébellion menacée d'effondrement face au régime et son allié russe,"L'article décrit l'effondrement des rebelles syriens face à l'offensive du régime Assad et de la Russie, avec des analystes soulignant la position de force du régime et l'absence d'alternative crédible.","L'article reproduit le stéréotype en présentant le conflit comme un duel entre Assad et les rebelles, sans mentionner d'autres acteurs ou alternatives. Il souligne la position de force d'Assad et la faiblesse des rebelles, effaçant la diversité de l'opposition."
"Turquie: ""Si les terroristes de l'Etat islamique nous tuent, personne ne le saura"" (reportage)",L'article décrit la peur des habitants turcs face à la menace de l'État islamique à la frontière syrienne. Il mentionne également les bombardements de l'armée syrienne et de la coalition internationale.,"L'article évoque la menace de l'État islamique et du régime syrien, mais ne mentionne pas d'autres acteurs comme l'opposition modérée ou les Kurdes comme des alternatives crédibles, reproduisant ainsi l'idée reçue d'un duel entre Assad et Daech."
"Syrie: après Palmyre, le régime d'al-Assad poursuit son avancée","L'article décrit les récents gains territoriaux du régime syrien contre l'Etat islamique, notamment la reprise de Palmyre. Les Occidentaux réagissent avec réserve, soulignant que cela ne justifie pas les actions du régime.","L'article reproduit l'idée que le régime d'Assad est le principal acteur capable de combattre Daech, sans mentionner d'autres acteurs ou alternatives. La victoire contre Daech est présentée comme un succès du régime, renforçant l'idée que sans Assad, Daech prendrait le pouvoir."
"""Le régime syrien utilise le chlore pour terroriser la population d'Alep""","L'article traite de l'utilisation d'armes chimiques par le régime syrien à Alep, en soulignant la dimension psychologique de ces attaques pour terroriser les populations civiles. Il mentionne également l'utilisation d'armes chimiques par l'État islamique.","L'article reproduit le stéréotype en opposant implicitement le régime syrien (Assad) à l'État islamique (Daech), sans mentionner d'autres acteurs ou alternatives dans le conflit syrien. Il souligne la menace que représente Daech, mais ne discute pas de la diversité des oppositions ou des autres factions en présence."
Tout ce que l'on sait sur l'attaque au gaz chimique en Syrie,"L'article traite d'une attaque chimique en Syrie, attribuée par plusieurs dirigeants occidentaux au régime de Bachar al-Assad. La Russie, alliée du régime, accuse les rebelles.","L'article reproduit l'idée reçue en présentant le régime de Bachar al-Assad comme le principal responsable des attaques chimiques, sans mentionner d'autres acteurs ou nuances. Les accusations des dirigeants occidentaux et la réponse de la Russie renforcent cette vision binaire."
"Il y a 4 ans, Trump martelait sur Twitter: ""Il ne faut pas attaquer la Syrie""","L'article compare les positions de Trump sur la Syrie avant et après son élection, soulignant son opposition initiale à toute intervention militaire.","L'article reproduit l'idée reçue en citant Trump qui affirme que les rebelles syriens sont des djihadistes radicaux, ce qui efface la diversité de l'opposition syrienne et renforce la vision binaire du conflit."
4ème mandat de Vladimir Poutine: retour en images sur près de 20 ans à la tête du Kremlin,"L'article retrace le parcours de Vladimir Poutine, notamment son intervention en Syrie pour soutenir le régime de Bachar al-Assad contre les djihadistes.","L'article mentionne que Vladimir Poutine s'est érigé en rempart contre l'avancée de l'Etat islamique en Syrie, reproduisant ainsi le stéréotype selon lequel Assad est le seul rempart contre Daech."
"Trump avertit la Syrie: ""Des centaines de milliers de personnes pourraient être tuées à Idleb""","L'article traite de la menace d'une offensive syrienne sur Idleb, mettant en garde contre une catastrophe humanitaire. Il mentionne les acteurs principaux du conflit syrien, notamment Assad, la Russie, l'Iran, et les groupes rebelles.","L'article reproduit le stéréotype en présentant le conflit syrien comme un duel entre Assad et les groupes rebelles/jihadistes, sans mentionner d'autres acteurs ou alternatives. Il souligne le rôle d'Assad comme acteur principal, soutenu par la Russie et l'Iran, face aux groupes rebelles."
20 ans de pouvoir de Vladimir Poutine : les 15 dates clés pour comprendre,"L'article traite de l'intervention russe en Syrie pour soutenir Bachar al-Assad, mentionnant que les bombardements russes visaient des cibles de l'Etat islamique, mais accusant aussi Moscou de cibler des groupes non jihadistes pour aider l'armée syrienne.","L'article reproduit l'idée reçue en mentionnant que l'intervention russe vise à soutenir Assad contre Daech, sans nuancer la complexité de la situation syrienne ou mentionner d'autres acteurs."
"Syrie: les forces prorégime poursuivent leur avancée à Idleb, tensions entre Damas et Ankara","L'article décrit les avancées des forces prorégime syriennes dans la région d'Idleb, avec le soutien russe, et les tensions avec la Turquie. Il mentionne la présence de groupes djihadistes et rebelles proturcs, ainsi que les efforts du régime pour reprendre le contrôle de la région.","L'article reproduit l'idée reçue en présentant le conflit comme une lutte entre le régime syrien et les groupes djihadistes ou rebelles, sans mentionner d'autres acteurs ou alternatives. Il souligne le rôle du régime comme seul rempart contre ces groupes, renforçant ainsi le stéréotype."
"Conflit en Syrie : Russes et Turcs, condamnés à s'entendre","L'article décrit la situation humanitaire catastrophique à Idlib et les tensions entre la Turquie et la Russie dans le conflit syrien. Il mentionne les frappes russes contre les rebelles et djihadistes, ainsi que les réactions turques.","L'article reproduit l'idée reçue en présentant le conflit comme une opposition entre le régime syrien et les djihadistes, sans mentionner d'autres acteurs ou alternatives. Il évoque la lutte contre les terroristes comme objectif principal, renforçant ainsi la vision binaire."
"Syrie: la présidentielle prouve que toute solution passe par Assad, selon Nasrallah","L'article rapporte les déclarations de Hassan Nasrallah, chef du Hezbollah, selon lesquelles toute solution politique en Syrie passe par Bachar al-Assad. Il souligne la victoire électorale d'Assad et critique l'opposition et les pays occidentaux.","L'article reproduit le stéréotype en affirmant que toute solution politique en Syrie doit passer par Assad, effaçant ainsi la pluralité des acteurs et des alternatives. Le discours de Nasrallah, qui est central dans l'article, renforce cette vision binaire."
"Syrie: Deraa, Idleb et Homs sous le feu","L'article traite des violences en Syrie, des déclarations de Bachar al-Assad et de la situation politique et militaire. Assad est présenté comme le seul rempart contre les terroristes.","L'article mentionne que Assad se présente comme le seul rempart contre les terroristes, ce qui reproduit le stéréotype selon lequel le conflit syrien se résume à un duel entre Assad et Daech."
Syrie: le régime prend un quartier clé de Homs,"L'article décrit les récents succès militaires du régime syrien à Homs et Alep, tout en mentionnant les actions des jihadistes. Il souligne la stratégie du régime et les critiques de l'opposition.","L'article évoque la lutte entre le régime et les jihadistes, mais ne mentionne pas d'autres acteurs de l'opposition syrienne. Il reproduit l'idée que le conflit se résume à un duel entre Assad et les jihadistes, sans nuancer cette vision."
"Syrie: attentats sanglants, au moins 16 morts","L'article décrit les violences en Syrie, les actions des jihadistes et les réactions du régime d'Assad. Il mentionne les efforts diplomatiques pour une solution politique.","L'article reproduit l'idée reçue en présentant le conflit comme une lutte entre le régime d'Assad et les jihadistes, sans mentionner d'autres acteurs ou alternatives. Le régime est dépeint comme combattant le terrorisme, renforçant ainsi le stéréotype."
Meurtre du chef des renseignements libanais: Damas nie toute implication,L'article traite de l'assassinat d'un chef des renseignements libanais et des accusations portées contre le régime syrien. La Syrie nie toute implication et affirme que sa stabilité est dans l'intérêt du Liban.,"L'article évoque la stabilité de la Syrie face à une crise intérieure, ce qui peut être interprété comme une référence indirecte au stéréotype selon lequel Assad est le seul rempart contre le chaos. Cependant, le stéréotype n'est pas central et est seulement évoqué."
"Syrie: les chrétiens d'Orient craignent le ""scénario de l'Irak""","L'article aborde les craintes des chrétiens d'Orient face à un scénario similaire à celui de l'Irak, où la chute de régimes laïcs comme celui de Saddam Hussein a conduit à l'essor de l'islamisme radical. Les chrétiens syriens soutiennent majoritairement Bachar al-Assad par peur de l'alternative islamiste.","L'article reproduit le stéréotype en présentant le conflit syrien comme un choix binaire entre Assad et les islamistes, notamment les jihadistes. Il souligne la peur des chrétiens face à une éventuelle prise de pouvoir par les radicaux sunnites, effaçant ainsi la diversité des acteurs de l'opposition syrienne."
Le régime syrien et la Russie accusent Washington d'attiser le conflit,"L'article traite des tensions entre le régime syrien, la Russie et les États-Unis concernant le conflit syrien. Le régime et la Russie accusent les États-Unis de favoriser les rebelles, qualifiés de terroristes.","L'article reproduit l'idée reçue en présentant le conflit comme un choix binaire entre le régime d'Assad et les rebelles qualifiés de terroristes, sans mentionner d'autres acteurs ou alternatives."
Syrie: Assad inflexible alors qu'un nouvel attentat frappe Damas,"L'article décrit la position inflexible d'Assad face à la rébellion et aux initiatives internationales, tout en dénonçant les rebelles comme des terroristes. Il mentionne également des attentats à Damas et des combats dans le centre du pays.","L'article reproduit le stéréotype en désignant les rebelles comme des terroristes et en présentant Assad comme le seul rempart contre eux, sans mentionner d'autres acteurs ou alternatives."
"Syrie: plus de 60 morts à Homs et Damas, enquête sur l'usage de chlore","L'article décrit les violences en Syrie, notamment les actions de l'EIIL et les réactions du régime d'Assad. Il mentionne également les élections présidentielles et les accusations d'utilisation d'armes chimiques.","L'article évoque le conflit en Syrie en opposant implicitement le régime d'Assad aux jihadistes de l'EIIL, sans mentionner d'autres acteurs ou alternatives. Cela reproduit l'idée reçue selon laquelle le conflit se résume à un duel entre Assad et Daech."
Liban: 23 morts dans un double attentat contre l'ambassade d'Iran à Beyrouth,"L'article traite des attentats contre l'ambassade d'Iran au Liban et des réactions internationales. Il mentionne le soutien de l'Iran au régime syrien de Bachar al-Assad contre les rebelles, ainsi que les accusations du Hezbollah et de l'Iran envers Israël. Un groupe jihadiste lié à Al-Qaïda revendique l'attentat, menaçant de poursuivre les attaques tant que le Hezbollah combat en Syrie.","L'article reproduit l'idée reçue en présentant le conflit syrien comme un duel entre le régime de Bachar al-Assad et les rebelles, sans mentionner d'autres acteurs ou alternatives. Le soutien de l'Iran au régime et les menaces des jihadistes renforcent cette vision binaire."
"Irak: le pouvoir tente d'apaiser les tensions confessionnelles, nouveaux attentats","L'article traite des tensions confessionnelles en Irak et des attentats commis par l'EI. Il mentionne également la situation en Syrie, où l'EI affronte à la fois les rebelles et le régime de Bachar al-Assad.","L'article évoque la situation en Syrie en mentionnant que l'EI affronte à la fois les rebelles et le régime de Bachar al-Assad, ce qui peut être interprété comme une reproduction du stéréotype selon lequel le conflit syrien se résume à un duel entre Assad et Daech. Cependant, cette mention est assez brève et ne constitue pas le cœur de l'article."
Syrie: des jihadistes retiennent en otages 200 civils kurdes,"L'article décrit les combats entre jihadistes et forces kurdes en Syrie, tout en mentionnant les violences entre le régime de Bachar al-Assad et les rebelles. Il évoque également les attaques chimiques et l'intervention du Hezbollah libanais.","L'article reproduit l'idée reçue en opposant implicitement le régime de Bachar al-Assad aux jihadistes, sans mentionner d'autres acteurs ou alternatives. Il insiste sur les combats entre ces deux entités, renforçant ainsi la vision binaire du conflit syrien."
Syrie: les rebelles prennent le dessus sur les jihadistes près de Damas,"Les rebelles syriens ont chassé les jihadistes de l'EI de plusieurs localités près de Damas. Le régime d'Assad, soutenu par la Russie, affirme être déterminé à vaincre les rebelles qu'il assimile à des terroristes.","L'article reproduit l'idée reçue en présentant le conflit comme un duel entre le régime d'Assad et les jihadistes de l'EI, sans mentionner d'autres acteurs ou alternatives. Le régime est décrit comme le seul rempart contre le terrorisme, effaçant ainsi la diversité des oppositions."
Syrie: plus de 150 morts dans des attentats de l'EI en zone loyaliste,"L'article rapporte des attentats de l'EI dans des zones loyalistes syriennes, faisant plus de 150 morts. Les efforts internationaux pour un cessez-le-feu sont mentionnés, ainsi que la complexité de la situation syrienne.","L'article évoque la menace de l'EI et les attentats contre les zones loyalistes, ce qui peut renforcer l'idée que le régime d'Assad est le seul rempart contre le terrorisme. Cependant, le stéréotype n'est pas central et n'est pas explicitement reproduit ou critiqué."
"Les forces irakiennes regagnent du terrain, mouvement de colère à Bagdad","L'article traite des récentes avancées des forces irakiennes contre l'EI et des violences commises par ce groupe. Il mentionne également la situation en Syrie, où l'EI affronte à la fois les rebelles et les forces de Bachar al-Assad.","L'article évoque la situation en Syrie en mentionnant que l'EI affronte à la fois les rebelles et les forces de Bachar al-Assad. Cette mention reproduit l'idée que le conflit syrien se résume à un duel entre Assad et Daech, sans aborder la diversité des acteurs en présence."
L'armée syrienne dit avoir lancé une vaste opération appuyée par l'aviation russe,"L'armée syrienne, soutenue par la Russie, lance une vaste opération contre des groupes rebelles et l'EI. Poutine affirme que les frappes russes intensifiées visent à préparer une offensive terrestre contre l'EI.","L'article reproduit l'idée que le régime d'Assad est le seul rempart contre l'EI, en mettant en avant l'appui russe pour des opérations contre des groupes rebelles et l'EI. Il ne mentionne pas d'autres alternatives ou acteurs significatifs dans le conflit syrien."
Deux obus frappent l'ambassade de Russie à Damas,"Un attentat terroriste frappe l'ambassade de Russie à Damas, visant à dissuader Moscou de poursuivre ses frappes contre l'Etat islamique. Les rebelles islamistes sont pointés du doigt. La Russie est décrite comme un allié du régime syrien.","L'article reproduit l'idée que la Russie, en soutenant le régime de Damas, lutte contre le terrorisme, impliquant que le régime d'Assad est le seul rempart contre Daech. Il ne mentionne pas d'autres acteurs ou alternatives."
"Syrie: deuxième cycle de pourparlers à Vienne, Téhéran invité","L'article traite des pourparlers internationaux sur la Syrie, incluant pour la première fois l'Iran. Les tensions entre les différentes parties, notamment sur le sort de Bachar al-Assad, sont mises en avant.","L'article évoque la nécessité de lutter contre les 'terroristes' pour discuter d'un règlement politique, ce qui sous-entend que le régime d'Assad est le seul rempart contre le terrorisme. Cela reproduit l'idée reçue selon laquelle le conflit syrien se résume à un duel entre Assad et Daech."
"Groupe EI: Hollande obtient de Berlin la promesse d'agir ""au côté de la France""",L'article traite de la lutte contre Daech et des efforts diplomatiques de la France pour former une coalition élargie. Il mentionne également le soutien de l'Allemagne et les tensions entre la Russie et la Turquie.,"L'article reproduit l'idée reçue en mentionnant que la Russie frappe davantage l'opposition modérée syrienne que les positions de Daech, ce qui implique que le régime d'Assad est un acteur central dans le conflit syrien. Cependant, l'article ne développe pas cette idée de manière dominante ou omniprésente."
La coalition anti-État Islamique est inquiète pour la Libye,"La coalition internationale anti-État Islamique se félicite des progrès contre Daech en Irak et en Syrie, mais s'inquiète de la situation en Libye. Les forces gouvernementales syriennes progressent à Alep avec le soutien de la Russie. La Belgique et d'autres pays envisagent d'étendre leurs opérations aériennes en Syrie.","L'article évoque le soutien du régime syrien par la Russie, mais ne mentionne pas explicitement l'idée reçue du duel Assad vs Daech. Cependant, il reproduit implicitement cette vision en ne mentionnant pas d'autres acteurs ou alternatives au régime d'Assad."
"Emmanuel Macron sur la Syrie: ""Des armes chimiques ont été utilisées par le régime""","Emmanuel Macron évoque la situation en Syrie, accusant le régime de Bachar el-Assad d'avoir utilisé des armes chimiques. Il insiste sur la nécessité de lutter contre le terrorisme et de préparer une transition politique en Syrie.","L'article reproduit l'idée reçue en présentant le conflit syrien comme un duel entre le régime de Bachar el-Assad et Daech, sans mentionner d'autres acteurs ou alternatives politiques."
"Syrie: Assad prêt à de longs combats, incertitudes autour d'une trêve","L'article traite de la position d'Assad sur la reconquête de la Syrie et des négociations de trêve entre les grandes puissances. Il mentionne les groupes djihadistes et les rebelles, mais ne met pas en avant d'autres acteurs.","L'article reproduit l'idée que le conflit syrien se résume à un duel entre Assad et les djihadistes, en mentionnant les rebelles sans les distinguer clairement des groupes terroristes. Il ne met pas en avant d'autres acteurs ou alternatives."
Le conflit syrien: l'internationalisation du conflit a commencé,L'article analyse le conflit syrien en mettant en avant l'internationalisation du conflit et la complexité des acteurs en présence. Il mentionne la difficulté de trouver une issue politique et la crise humanitaire.,"L'article reproduit l'idée que l'opposition syrienne est éclatée et non représentative, ce qui est une variante du stéréotype. Il mentionne également que la solution passerait par une négociation avec Assad, ce qui renforce l'idée que Assad est une alternative nécessaire face à la fragmentation de l'opposition."
Syrie: 200 civils kurdes pris en otages par des jihadistes ,"L'article décrit les combats en Syrie entre divers groupes, notamment les jihadistes et les forces kurdes, ainsi que les violences entre le régime et les rebelles. Il mentionne également les actions du régime et de ses alliés.","L'article évoque le conflit entre le régime de Bachar al-Assad et les rebelles, ainsi que les actions des jihadistes. Il ne mentionne pas explicitement le stéréotype 'Assad ou Daech', mais il reproduit l'idée que le régime est en lutte contre divers groupes insurgés, sans nuancer la complexité des acteurs en présence."
"Syrie: l'émissaire Brahimi dit son inquiétude à Assad, appelle à une solution","L'article décrit les violences en Syrie, notamment les attaques de jihadistes contre des villages alaouites et chrétiens, et les réactions internationales. Brahimi rencontre Assad pour discuter d'une solution politique.","L'article évoque la peur des islamistes parmi les chrétiens, qui les pousse à soutenir le régime, ce qui renforce l'idée que le régime d'Assad est le seul rempart contre les islamistes. Cependant, il ne mentionne pas explicitement que l'opposition est uniquement islamiste ou jihadiste, mais il laisse entendre que les chrétiens soutiennent Assad par peur des islamistes, ce qui peut être interprété comme une reproduction partielle du stéréotype."
"Pour Assad, la chute de son régime aurait un ""effet domino"" dans la région","Bachar al-Assad affirme que la chute de son régime entraînerait une prise de contrôle par des forces terroristes, provoquant une instabilité régionale et mondiale. Il critique vivement le soutien turc à la rébellion et assimile les rebelles à des terroristes.","L'article reproduit le stéréotype en présentant le conflit syrien comme un choix binaire entre le régime d'Assad et des forces terroristes. Assad est dépeint comme le seul rempart contre le chaos et le terrorisme, effaçant ainsi la diversité des acteurs de l'opposition."
Syrie: la Russie presse Assad de dialoguer avec l'opposition,"La Russie presse Assad de dialoguer avec l'opposition syrienne, mais l'opposition rejette cette initiative. Le Front jihadiste Al-Nosra ambitionne d'instaurer une gouvernance islamique en Syrie. La Russie et la Chine bloquent les résolutions de l'ONU contre Assad, invoquant le chaos et le terrorisme.","L'article évoque la nécessité de dialoguer avec l'opposition syrienne, mais il met en avant la crainte du chaos et du terrorisme si Assad venait à tomber, reproduisant ainsi l'idée reçue que le conflit syrien se résume à un duel entre Assad et les jihadistes."
Syrie: la Russie pense toujours que l'attaque chimique venait des rebelles,"L'article traite des désaccords internationaux sur la responsabilité de l'attaque chimique en Syrie et des positions divergentes entre la Russie et les pays occidentaux. La Russie accuse les rebelles d'être responsables de l'attaque chimique, tandis que les pays occidentaux accusent le régime syrien. L'article mentionne également les tensions autour du démantèlement des armes chimiques syriennes.","L'article reproduit le stéréotype en présentant le conflit syrien comme un duel entre le régime d'Assad et les rebelles, sans mentionner d'autres acteurs ou alternatives. La Russie et les pays occidentaux sont en désaccord sur la responsabilité de l'attaque chimique, mais l'article ne remet pas en question la vision binaire du conflit."
